email,street,city,order_date,delivery_date,status,total_item,total_display_price,total_warehouse_price,total_discounted_price,is_active,order_created_at,order_updated_at,order_deleted_at
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-14","2024-05-21","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-05-14","2024-05-14","2024-05-14"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-15","2024-05-22","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-15","2024-05-15","2024-05-15"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-16","2024-05-23","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-16","2024-05-16","2024-05-16"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-17","2024-05-24","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-05-17","2024-05-17","2024-05-17"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-18","2024-05-25","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-05-18","2024-05-18","2024-05-18"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-19","2024-05-26","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-05-19","2024-05-19","2024-05-19"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-20","2024-05-27","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-20","2024-05-20","2024-05-20"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-21","2024-05-28","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-21","2024-05-21","2024-05-21"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-22","2024-05-29","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-05-22","2024-05-22","2024-05-22"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-23","2024-05-30","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-23","2024-05-23","2024-05-23"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-24","2024-05-31","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-24","2024-05-24","2024-05-24"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-25","2024-06-01","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-05-25","2024-05-25","2024-05-25"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-26","2024-06-02","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-26","2024-05-25","2024-05-25"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-27","2024-06-03","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-27","2024-05-27","2024-05-27"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-28","2024-06-04","ORDER-DELIVERED",1,500000,400000,450000,false,"2024-05-28","2024-05-28","2024-05-28"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-29","2024-06-05","ORDER-DELIVERED",2,1000000,800000,900000,false,"2024-05-29","2024-05-29","2024-05-29"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-30","2024-06-06","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-05-30","2024-05-30","2024-05-30"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-05-31","2024-06-07","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-05-31","2024-05-31","2024-05-31"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-01","2024-06-08","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-06-01","2024-06-01","2024-06-01"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-02","2024-06-09","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-06-02","2024-06-02","2024-06-02"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-03","2024-06-10","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-06-03","2024-06-03","2024-06-03"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-04","2024-06-11","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-06-04","2024-06-04","2024-06-04"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-05","2024-06-12","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-06-05","2024-06-05","2024-06-05"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-06","2024-06-13","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-06-06","2024-06-06","2024-06-06"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-07","2024-06-14","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-06-07","2024-06-07","2024-06-07"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-08","2024-06-15","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-06-08","2024-06-08","2024-06-08"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-09","2024-06-16","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-06-09","2024-06-09","2024-06-09"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-10","2024-06-17","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-06-10","2024-06-10","2024-06-10"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-11","2024-06-18","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-06-11","2024-06-11","2024-06-11"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-12","2024-06-19","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-06-12","2024-06-12","2024-06-12"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-13","2024-06-20","ORDER-DELIVERED",7,3500000,2800000,3150000,false,"2024-06-13","2024-06-13","2024-06-13"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-14","2024-06-21","ORDER-DELIVERED",3,1500000,1200000,1350000,false,"2024-06-14","2024-06-14","2024-06-14"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-15","2024-06-22","ORDER-DELIVERED",4,2000000,1600000,1800000,false,"2024-06-15","2024-06-15","2024-06-15"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-16","2024-06-23","ORDER-DELIVERED",5,2500000,2000000,2250000,false,"2024-06-16","2024-06-16","2024-06-16"
"userdefault@gmail.com","89 Điện Biên Phủ, Thanh Khê","Đà Nẵng","2024-06-17","2024-06-24","ORDER-DELIVERED",6,3000000,2400000,2700000,false,"2024-06-17","2024-06-17","2024-06-17"
