email,ward,district,province,order_date,delivery_date,status,total_item,total_display_price,total_warehouse_price,total_discounted_price,is_active,order_created_at,order_updated_at,order_deleted_at
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-20 12:07:14,2024-05-27 12:07:14,ORDER-DELIVERED,2,41013000,22266000,23873000,True,2024-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-20 12:07:14,2024-05-27 12:07:14,ORDER-DELIVERED,2,41013000,22266000,23873000,True,2024-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-20 12:07:14,2024-05-27 12:07:14,ORDER-DELIVERED,2,41013000,22266000,23873000,True,2024-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-20 12:07:14,2024-05-27 12:07:14,ORDER-DELIVERED,2,41013000,22266000,23873000,True,2024-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-20 12:07:14,2024-05-27 12:07:14,ORDER-DELIVERED,2,41013000,22266000,23873000,True,2024-05-20 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-21 16:58:28,2024-05-23 16:58:28,ORDER-DELIVERED,6,39798000,18664000,29288000,True,2024-05-21 00:00:00,2024-05-21 00:00:00,2024-05-21 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-21 16:58:28,2024-05-23 16:58:28,ORDER-DELIVERED,6,39798000,18664000,29288000,True,2024-05-21 00:00:00,2024-05-21 00:00:00,2024-05-21 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-21 16:58:28,2024-05-23 16:58:28,ORDER-DELIVERED,6,39798000,18664000,29288000,True,2024-05-21 00:00:00,2024-05-21 00:00:00,2024-05-21 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-22 10:33:10,2024-05-29 10:33:10,ORDER-DELIVERED,1,48624000,26439000,32199000,True,2024-05-22 00:00:00,2024-05-22 00:00:00,2024-05-22 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-23 12:57:03,2024-05-27 12:57:03,ORDER-DELIVERED,6,33007000,8103000,28019000,True,2024-05-23 00:00:00,2024-05-23 00:00:00,2024-05-23 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-23 12:57:03,2024-05-27 12:57:03,ORDER-DELIVERED,6,33007000,8103000,28019000,True,2024-05-23 00:00:00,2024-05-23 00:00:00,2024-05-23 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-24 16:15:11,2024-05-26 16:15:11,ORDER-DELIVERED,5,46242000,17522000,38097000,True,2024-05-24 00:00:00,2024-05-24 00:00:00,2024-05-24 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-24 16:15:11,2024-05-26 16:15:11,ORDER-DELIVERED,5,46242000,17522000,38097000,True,2024-05-24 00:00:00,2024-05-24 00:00:00,2024-05-24 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-24 15:23:03,2024-05-26 15:23:03,ORDER-DELIVERED,6,23636000,16000000,19506000,True,2024-05-24 00:00:00,2024-05-24 00:00:00,2024-05-24 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-24 15:23:03,2024-05-26 15:23:03,ORDER-DELIVERED,6,23636000,16000000,19506000,True,2024-05-24 00:00:00,2024-05-24 00:00:00,2024-05-24 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-24 15:23:03,2024-05-26 15:23:03,ORDER-DELIVERED,6,23636000,16000000,19506000,True,2024-05-24 00:00:00,2024-05-24 00:00:00,2024-05-24 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-25 13:20:49,2024-05-28 13:20:49,ORDER-DELIVERED,7,30313000,10702000,12209000,True,2024-05-25 00:00:00,2024-05-25 00:00:00,2024-05-25 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 09:16:28,2024-06-03 09:16:28,ORDER-DELIVERED,2,49662000,33895000,39008000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 09:16:28,2024-06-03 09:16:28,ORDER-DELIVERED,2,49662000,33895000,39008000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-28 14:51:15,2024-06-01 14:51:15,ORDER-DELIVERED,9,39211000,12067000,34558000,True,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-30 17:57:44,2024-06-01 17:57:44,ORDER-DELIVERED,1,44625000,20078000,31057000,True,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-30 17:57:44,2024-06-01 17:57:44,ORDER-DELIVERED,1,44625000,20078000,31057000,True,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-30 14:32:51,2024-06-01 14:32:51,ORDER-DELIVERED,3,42573000,11300000,34553000,True,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-30 14:32:51,2024-06-01 14:32:51,ORDER-DELIVERED,3,42573000,11300000,34553000,True,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-31 12:45:05,2024-06-01 12:45:05,ORDER-DELIVERED,7,41103000,23155000,25021000,True,2024-05-31 00:00:00,2024-05-31 00:00:00,2024-05-31 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-31 12:45:05,2024-06-01 12:45:05,ORDER-DELIVERED,7,41103000,23155000,25021000,True,2024-05-31 00:00:00,2024-05-31 00:00:00,2024-05-31 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-31 17:23:05,2024-06-06 17:23:05,ORDER-DELIVERED,5,45976000,29747000,42720000,True,2024-05-31 00:00:00,2024-05-31 00:00:00,2024-05-31 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-05-31 17:23:05,2024-06-06 17:23:05,ORDER-DELIVERED,5,45976000,29747000,42720000,True,2024-05-31 00:00:00,2024-05-31 00:00:00,2024-05-31 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-01 19:50:52,2024-06-08 19:50:52,ORDER-DELIVERED,3,48012000,16668000,25104000,True,2024-06-01 00:00:00,2024-06-01 00:00:00,2024-06-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-01 17:18:35,2024-06-04 17:18:35,ORDER-DELIVERED,3,22104000,14976000,18474000,True,2024-06-01 00:00:00,2024-06-01 00:00:00,2024-06-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-01 17:18:35,2024-06-04 17:18:35,ORDER-DELIVERED,3,22104000,14976000,18474000,True,2024-06-01 00:00:00,2024-06-01 00:00:00,2024-06-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-01 17:18:35,2024-06-04 17:18:35,ORDER-DELIVERED,3,22104000,14976000,18474000,True,2024-06-01 00:00:00,2024-06-01 00:00:00,2024-06-01 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-02 09:10:29,2024-06-06 09:10:29,ORDER-DELIVERED,3,41984000,14070000,34685000,True,2024-06-02 00:00:00,2024-06-02 00:00:00,2024-06-02 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-02 09:10:29,2024-06-06 09:10:29,ORDER-DELIVERED,3,41984000,14070000,34685000,True,2024-06-02 00:00:00,2024-06-02 00:00:00,2024-06-02 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-02 09:10:29,2024-06-06 09:10:29,ORDER-DELIVERED,3,41984000,14070000,34685000,True,2024-06-02 00:00:00,2024-06-02 00:00:00,2024-06-02 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 18:53:14,2024-06-07 18:53:14,ORDER-DELIVERED,6,41466000,36012000,37262000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-03 10:03:02,2024-06-06 10:03:02,ORDER-DELIVERED,1,45704000,17135000,37946000,True,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-03 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-04 12:01:05,2024-06-10 12:01:05,ORDER-DELIVERED,9,44421000,15935000,39572000,True,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-04 12:01:05,2024-06-10 12:01:05,ORDER-DELIVERED,9,44421000,15935000,39572000,True,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-05 16:48:24,2024-06-07 16:48:24,ORDER-DELIVERED,2,23206000,15795000,21966000,True,2024-06-05 00:00:00,2024-06-05 00:00:00,2024-06-05 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-05 16:48:24,2024-06-07 16:48:24,ORDER-DELIVERED,2,23206000,15795000,21966000,True,2024-06-05 00:00:00,2024-06-05 00:00:00,2024-06-05 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-05 16:48:24,2024-06-07 16:48:24,ORDER-DELIVERED,2,23206000,15795000,21966000,True,2024-06-05 00:00:00,2024-06-05 00:00:00,2024-06-05 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-06 10:10:26,2024-06-12 10:10:26,ORDER-DELIVERED,6,37530000,18820000,22786000,True,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-06 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-06 10:10:26,2024-06-12 10:10:26,ORDER-DELIVERED,6,37530000,18820000,22786000,True,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-06 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-06 10:10:26,2024-06-12 10:10:26,ORDER-DELIVERED,6,37530000,18820000,22786000,True,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-06 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-06 10:10:26,2024-06-12 10:10:26,ORDER-DELIVERED,6,37530000,18820000,22786000,True,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-06 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-07 19:22:17,2024-06-10 19:22:17,ORDER-DELIVERED,8,38464000,12590000,33682000,True,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-07 19:22:17,2024-06-10 19:22:17,ORDER-DELIVERED,8,38464000,12590000,33682000,True,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-07 19:22:17,2024-06-10 19:22:17,ORDER-DELIVERED,8,38464000,12590000,33682000,True,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-07 19:22:17,2024-06-10 19:22:17,ORDER-DELIVERED,8,38464000,12590000,33682000,True,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-07 19:22:17,2024-06-10 19:22:17,ORDER-DELIVERED,8,38464000,12590000,33682000,True,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-07 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 13:38:26,2024-06-15 13:38:26,ORDER-DELIVERED,6,49523000,18609000,36882000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-08 14:08:58,2024-06-10 14:08:58,ORDER-DELIVERED,7,24096000,18855000,21160000,True,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-08 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 18:35:12,2024-06-11 18:35:12,ORDER-DELIVERED,2,30803000,18619000,26048000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 11:55:58,2024-06-14 11:55:58,ORDER-DELIVERED,6,31526000,15209000,16850000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 11:55:58,2024-06-14 11:55:58,ORDER-DELIVERED,6,31526000,15209000,16850000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 11:55:58,2024-06-14 11:55:58,ORDER-DELIVERED,6,31526000,15209000,16850000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 11:55:58,2024-06-14 11:55:58,ORDER-DELIVERED,6,31526000,15209000,16850000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-10 11:55:58,2024-06-14 11:55:58,ORDER-DELIVERED,6,31526000,15209000,16850000,True,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-10 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-11 13:28:10,2024-06-15 13:28:10,ORDER-DELIVERED,2,41841000,18157000,21726000,True,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-11 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
userdefault@gmail.com,Điện Biên Phủ,Thanh Khê,Đà Nẵng,2024-06-13 18:36:22,2024-06-20 18:36:22,ORDER-DELIVERED,2,47988000,8475000,24787000,True,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-13 00:00:00
